ShowOriginal,Theatre,WeekEnd,Weekly Total Attendance,Weekly Grosses,Numberof Performances,Number of Performances,Percent Capacity,ShowCaseCorrected,Show,RerunYear,Run
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2019-12-29,13362,2276569,9,0,1.00,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-01-05,10381,1588633,7,0,1.00,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-01-12,11679,1572756,8,0,0.99,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-01-19,11752,1643762,8,0,0.99,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-01-26,11541,1536310,8,0,0.98,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-02-02,10880,1391542,8,0,0.92,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-02-09,10556,1429465,8,0,0.89,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-02-16,11133,1605793,8,0,0.94,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-02-23,11135,1470935,8,0,0.94,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-03-01,10004,1320766,8,0,0.85,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TINA - THE TINA TURNER MUSICAL,Lunt-Fontanne,2020-03-08,9454,1225999,8,0,0.80,Tina - The Tina Turner Musical,Tina - The Tina Turner Musical,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-11-04,4321,520357,0,3,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-11-11,10078,1130163,0,7,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-11-18,11521,1291741,0,8,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-11-25,10129,1260036,0,7,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-12-02,11569,1336030,0,8,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-12-09,11600,1327228,0,8,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-12-16,11626,1174951,4,4,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-12-23,11644,1586946,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2018-12-30,11672,1701684,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-01-06,11667,1585250,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-01-13,11671,1536167,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-01-20,11688,1541089,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-01-27,11661,1501590,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-02-03,11638,1494445,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-02-10,11643,1539571,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-02-17,11638,1609189,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-02-24,11651,1646705,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-03-03,11614,1598024,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-03-10,11652,1617090,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-03-17,11656,1511717,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-03-24,11655,1507685,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-03-31,11643,1718215,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-04-07,11578,1628150,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-04-14,11601,1505427,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-04-21,11662,1720828,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-04-28,11661,1756185,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-05-05,11634,1767464,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-05-12,11636,1632527,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-05-19,11639,1610208,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-05-26,11654,1647412,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-06-02,11621,1593907,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-06-09,11648,1870949,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-06-16,11666,1950347,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-06-23,11681,2018314,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-06-30,11675,1945641,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-07-07,11660,1900573,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-07-14,10220,1700382,7,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-07-21,11689,1969932,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-07-28,11683,2000537,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-08-04,11656,1916033,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-08-11,11618,1904809,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-08-18,11664,1900310,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-08-25,11640,1870181,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-09-01,11688,1972702,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-09-08,11608,1910724,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-09-15,11628,1964200,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-09-22,11672,2093267,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-09-29,11662,2091419,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-10-06,11655,2130636,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-10-13,11675,2244415,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-10-20,11677,2195338,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-10-27,11679,2217401,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-11-03,11674,2245898,8,0,1.02,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-11-10,11600,1926476,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-11-17,11509,1824941,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-11-24,11497,1666008,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-12-01,11553,2018899,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-12-08,11567,1937216,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-12-15,11529,1874481,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-12-22,11517,1832306,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2019-12-29,11597,2080918,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-01-05,11585,1724760,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-01-12,11531,1516362,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-01-19,11596,1637162,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-01-26,11548,1494087,8,0,1.01,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-02-02,11511,1361257,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-02-09,11213,1356854,8,0,0.98,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-02-16,11353,1560765,8,0,0.99,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-02-23,11496,1417185,8,0,1.00,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-03-01,9811,1132279,7,0,0.98,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TO KILL A MOCKINGBIRD,Shubert,2020-03-08,10482,1237497,8,0,0.91,To Kill a Mockingbird,To Kill a Mockingbird,,Original
TOOTSIE,Marquis,2019-03-31,3204,354746,0,2,0.98,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-04-07,9551,796802,0,7,0.85,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-04-14,9410,821781,0,7,0.84,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-04-21,12287,907612,0,8,0.96,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-04-28,10252,959001,6,1,0.91,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-05-05,11129,1256769,8,0,0.87,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-05-12,11820,1409488,8,0,0.92,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-05-19,11572,1311986,8,0,0.90,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-05-26,11021,1223722,8,0,0.86,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-06-02,10592,1086945,8,0,0.83,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-06-09,10758,1099790,8,0,0.84,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-06-16,9994,1155185,8,0,0.78,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-06-23,10350,1159155,8,0,0.81,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-06-30,9946,1098563,8,0,0.78,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-07-07,8894,851034,8,0,0.69,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-07-14,8120,835623,7,0,0.72,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-07-21,9729,947726,8,0,0.76,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-07-28,9456,887370,8,0,0.74,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-08-04,9495,857152,8,0,0.74,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-08-11,8945,823897,8,0,0.70,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-08-18,9425,826810,8,0,0.74,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-08-25,9021,798287,8,0,0.70,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-09-01,10246,918350,8,0,0.80,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-09-08,8925,797590,8,0,0.70,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-09-15,10351,990229,8,0,0.81,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-09-22,9505,879511,8,0,0.74,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-09-29,8728,816875,8,0,0.68,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-10-06,8875,796591,8,0,0.69,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-10-13,10135,962346,8,0,0.79,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-10-20,10430,1018056,8,0,0.81,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-10-27,9112,866274,8,0,0.71,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-11-03,9469,717536,8,0,0.74,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-11-10,10022,943765,8,0,0.78,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-11-17,8705,726702,8,0,0.68,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-11-24,8168,720715,8,0,0.64,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-12-01,7636,877008,8,0,0.60,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-12-08,10223,1094775,8,0,0.80,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-12-15,10412,1012248,8,0,0.81,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-12-22,8189,782541,8,0,0.64,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2019-12-29,11129,1092877,8,0,0.87,Tootsie,Tootsie,,Original
TOOTSIE,Marquis,2020-01-05,10827,955611,8,0,0.84,Tootsie,Tootsie,,Original
TORCH SONG,Hayes,2018-10-14,3498,238957,0,7,0.86,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-10-21,3849,258730,0,8,0.82,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-10-28,4058,214463,0,8,0.87,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-11-04,4387,213343,5,3,0.94,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-11-11,4082,290585,8,0,0.87,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-11-18,3914,259249,8,0,0.84,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-11-25,4321,235679,8,0,0.92,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-12-02,3041,220459,8,0,0.65,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-12-09,3232,230878,8,0,0.69,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-12-16,3170,239419,8,0,0.68,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-12-23,2992,217970,8,0,0.64,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2018-12-30,3309,244596,8,0,0.71,Torch Song,Torch Song,,Original
TORCH SONG,Hayes,2019-01-06,4000,276173,8,0,0.85,Torch Song,Torch Song,,Original
TRAVESTIES 2018,American Airlines,2018-04-01,2468,151212,0,4,0.85,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-04-08,4202,289614,0,7,0.83,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-04-15,4512,319041,0,8,0.78,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-04-22,5138,319321,0,8,0.88,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-04-29,4217,263664,7,0,0.83,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-05-06,4519,378743,8,0,0.78,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-05-13,4578,400681,8,0,0.79,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-05-20,4649,418868,8,0,0.80,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-05-27,4781,420272,8,0,0.82,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-06-03,4670,410725,8,0,0.80,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-06-10,5079,457007,8,0,0.87,Travesties 2018,Travesties ,2018,Rerun
TRAVESTIES 2018,American Airlines,2018-06-17,5492,526489,8,0,0.94,Travesties 2018,Travesties ,2018,Rerun
TRUE WEST 2019,American Airlines,2018-12-30,2906,278727,0,4,0.98,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-01-06,4871,418006,0,7,0.94,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-01-13,5333,423166,0,8,0.90,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-01-20,5462,440595,0,8,0.92,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-01-27,5762,456819,5,3,0.97,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-02-03,5452,487144,8,0,0.92,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-02-10,5329,528398,8,0,0.90,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-02-17,5407,558597,8,0,0.91,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-02-24,5384,560389,8,0,0.91,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-03-03,5320,532363,8,0,0.90,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-03-10,5850,564358,8,0,0.99,True West 2019,True West ,2019,Rerun
TRUE WEST 2019,American Airlines,2019-03-17,5961,638811,8,0,1.01,True West 2019,True West ,2019,Rerun
TUCK EVERLASTING,Broadhurst,2016-01-05,7198,340152,7,1,0.77,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-03-04,4242,263150,0,4,0.91,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-04-17,7338,339031,0,8,0.79,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-04-24,7621,332230,0,8,0.82,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-05-15,5550,326097,8,0,0.60,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-05-22,6488,325361,8,0,0.70,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-05-29,7945,410516,8,0,0.86,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-08-05,6009,282911,8,0,0.65,Tuck Everlasting,Tuck Everlasting,,Original
TUCK EVERLASTING,Broadhurst,2016-10-04,6726,324493,0,7,0.83,Tuck Everlasting,Tuck Everlasting,,Original
WAITRESS,Brooks Atkinson,2016-01-05,8428,907936,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-02-10,7560,896893,8,0,0.90,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-03-04,7315,834272,0,7,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-03-07,8324,1010938,8,0,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-03-27,3171,425830,0,3,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-04-09,7667,903438,8,0,0.92,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-04-12,6992,884296,8,0,0.84,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-04-17,8405,937590,0,8,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-04-24,8419,746871,1,7,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-05-06,8212,981923,8,0,0.98,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-05-15,8453,981313,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-05-22,8456,982755,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-05-29,8456,1001427,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-06-11,6898,819567,8,0,0.83,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-06-19,8407,1084775,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-06-26,8436,1100048,8,0,1.01,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-07-08,8128,996212,8,0,0.97,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-07-17,8360,1068393,8,0,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-07-24,8332,1071704,8,0,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-07-31,8209,1042654,8,0,0.98,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-08-05,8375,960477,8,0,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-08-14,8058,990128,8,0,0.96,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-08-21,7709,900522,8,0,0.92,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-08-28,7727,878241,8,0,0.92,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-09-10,7799,967183,8,0,0.93,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-09-18,7500,864789,8,0,0.90,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-09-25,7411,876282,8,0,0.89,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-10-04,8356,880303,0,8,1.00,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-10-07,8020,969699,8,0,0.96,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-10-16,7944,961971,8,0,0.95,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-10-23,7860,982814,8,0,0.94,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-10-30,7417,826259,8,0,0.89,Waitress,Waitress,,Original
WAITRESS,Brooks Atkinson,2016-11-09,6593,770055,8,0,0.79,Waitress,Waitress,,Original
